ID,Sesion,Nivel,Intento,Tipo,Tiempo inicio,Tiempo respuesta,Tiempo reaccion(s),Respuesta
13,1,1,2,Dormir,14:23:35.432,14:23:37.151,1.719,Correcto
13,1,1,2,Parada,14:23:43.731,14:23:45.884,2.153,-
13,1,1,2,Parada,14:23:58.364,14:24:00.265,1.901,-
13,1,1,2,Ubicacion,14:24:20.830,,,Correcto
13,1,1,3,Dormir,14:26:15.724,14:26:19.010,3.286,Correcto
13,1,2,1,Parada,14:27:24.965,14:27:29.084,4.119,-
13,1,2,1,Parada,14:27:47.830,14:27:49.632,1.802,-
13,1,2,1,Dormir,14:28:06.830,14:28:08.063,1.233,Correcto
13,1,2,1,Parada,14:28:14.662,14:28:16.348,1.686,-
13,1,2,1,Parada,14:28:35.095,14:28:37.929,2.834,-
13,1,2,1,Ubicacion,14:29:38.009,,,Correcto
13,1,3,2,Dormir,14:31:40.641,14:31:42.294,1.653,Correcto
13,1,3,2,Parada,14:31:48.874,14:31:50.141,1.267,-
13,1,3,2,Parada,14:31:59.507,,Tiempo excedido,Erroneo
13,1,3,2,Ubicacion,14:32:14.273,,,Erroneo
13,1,3,2,Parada,14:32:18.948,14:32:20.479,1.531,-
13,1,3,3,Dormir,14:32:46.627,14:32:47.646,1.019,Correcto
13,1,3,3,Parada,14:32:54.227,14:32:56.061,1.834,-
13,1,3,3,Parada,14:33:05.426,14:33:07.179,1.753,-
13,1,3,3,Ubicacion,14:33:07.726,,,Correcto
13,1,3,3,Parada,14:33:16.493,14:33:17.559,1.066,-
13,1,3,3,Parada,14:33:26.925,14:33:28.259,1.334,-
13,3,1,1,Dormir,14:17:13.896,14:17:18.182,4.286,Correcto
13,3,1,1,Parada,14:17:24.745,14:17:29.613,4.868,-
13,3,1,1,Parada,14:17:42.111,14:17:44.445,2.334,-
13,3,1,1,Parada,14:17:56.944,14:17:58.378,1.434,-
13,3,1,1,Ubicacion,14:18:00.378,,,Correcto
13,3,1,1,Parada,14:18:10.876,14:18:12.377,1.501,-
13,3,1,2,Parada,14:22:38.102,14:22:40.556,2.454,-
13,3,1,2,Parada,14:22:46.769,14:22:48.869,2.1,-
13,3,1,2,Dormir,14:22:53.535,14:22:55.069,1.534,Correcto
13,3,1,2,Parada,14:23:01.668,14:23:02.968,1.3,-
13,3,1,2,Dormir,14:23:06.067,14:23:06.835,0.768,Correcto
13,3,1,2,Parada,14:23:15.001,14:23:16.501,1.5,-
13,3,1,2,Ubicacion,14:23:44.233,,,Correcto
13,3,1,3,Dormir,14:26:33.096,14:26:36.016,2.92,Correcto
13,3,1,3,Parada,14:26:42.596,14:26:44.629,2.033,-
13,3,1,3,Dormir,14:26:47.696,14:26:49.030,1.334,Correcto
13,3,1,3,Parada,14:26:57.195,14:27:02.062,4.867,-
13,3,1,3,Parada,14:27:08.294,14:27:10.462,2.168,-
13,3,1,3,Parada,14:27:16.694,14:27:18.395,1.701,-
13,3,1,3,Ubicacion,14:27:50.126,,,Correcto
13,3,2,1,Parada,14:31:14.099,14:31:15.652,1.553,-
13,3,2,1,Dormir,14:31:23.432,14:31:25.333,1.901,Correcto
13,3,2,1,Dormir,14:31:39.765,14:31:40.865,1.1,Correcto
13,3,2,1,Parada,14:31:47.464,,Tiempo excedido,Erroneo
13,3,2,2,Parada,14:33:00.644,14:33:01.997,1.353,-
13,3,2,2,Dormir,14:33:09.777,14:33:11.311,1.534,Correcto
13,3,2,2,Dormir,14:33:25.709,14:33:26.343,0.634,Correcto
13,3,2,2,Parada,14:33:32.942,14:33:35.276,2.334,-
13,3,2,2,Ubicacion,14:33:53.042,,,Correcto
13,3,2,2,Parada,14:33:54.041,14:33:55.594,1.553,-
13,3,2,2,Parada,14:34:14.340,14:34:16.041,1.701,-
13,3,3,1,Parada,14:37:22.425,14:37:25.211,2.786,-
13,3,3,1,Dormir,14:37:29.858,14:37:33.026,3.168,Correcto
13,3,3,1,Parada,14:37:39.624,14:37:42.625,3.001,-
13,3,3,1,Dormir,14:37:44.157,14:37:46.458,2.301,Correcto
13,3,3,1,Ubicacion,14:37:51.490,,,Erroneo
13,3,3,2,Dormir,14:39:05.981,14:39:07.034,1.053,Correcto
13,3,3,2,Dormir,14:39:13.615,14:39:15.082,1.467,Correcto
13,3,3,2,Parada,14:39:21.681,14:39:22.982,1.301,-
13,3,3,2,Ubicacion,14:39:23.648,,,Correcto
13,3,3,2,Parada,14:39:27.647,14:39:29.214,1.567,-
13,3,3,2,Parada,14:39:33.880,14:39:35.914,2.034,-
13,3,3,2,Parada,14:39:40.580,14:39:42.380,1.8,-
13,3,3,2,Ubicacion,14:40:03.212,,,Correcto
15,1,1,2,Parada,15:09:47.278,15:09:55.471,8.193,-
15,1,1,3,Parada,15:12:27.054,15:12:28.974,1.92,-
15,1,2,1,Parada,15:15:41.053,,Tiempo excedido,Erroneo
15,1,2,1,Parada,15:16:14.313,,Tiempo excedido,Erroneo
15,1,2,2,Parada,15:19:32.664,15:19:35.417,2.753,-
15,1,2,2,Parada,15:20:03.563,15:20:07.463,3.9,-
16,1,1,1,Parada,15:31:22.988,15:31:26.642,3.654,-
16,1,1,3,Parada,15:35:46.403,15:35:50.889,4.486,-
16,1,1,3,Parada,15:36:03.369,15:36:08.521,5.152,-
16,1,1,3,Ubicacion,15:36:13.369,,,Correcto
16,1,1,4,Parada,15:38:33.417,15:38:40.603,7.186,-
16,1,1,4,Ubicacion,15:38:59.350,,,Erroneo
16,1,1,4,Parada,15:38:59.349,15:39:01.784,2.435,-
16,1,2,1,Parada,15:41:56.613,15:42:00.731,4.118,-
16,1,2,1,Parada,15:42:19.478,,Tiempo excedido,Erroneo
16,1,2,1,Ubicacion,15:42:30.811,,,Erroneo
16,1,1,1,Parada,15:44:22.006,15:44:25.592,3.586,-
16,1,1,1,Ubicacion,15:44:35.105,,,Correcto
16,1,1,1,Parada,15:44:44.338,15:44:46.290,1.952,-
16,1,2,1,Parada,15:48:29.660,15:48:32.046,2.386,-
16,1,2,1,Dormir,15:48:47.659,15:48:49.812,2.153,Correcto
16,1,2,1,Ubicacion,15:48:54.826,,,Erroneo
16,1,2,1,Parada,15:48:57.959,,Tiempo excedido,Erroneo
16,1,2,1,Parada,15:49:21.825,15:49:24.758,2.933,-
16,1,2,2,Dormir,15:51:52.867,15:51:54.653,1.786,Correcto
16,1,2,2,Parada,15:52:01.233,15:52:03.019,1.786,-
16,1,2,2,Ubicacion,15:52:09.534,,,Correcto
16,1,2,2,Parada,15:52:21.766,15:52:23.867,2.101,-
16,1,2,2,Parada,15:52:42.631,15:52:45.398,2.767,-
16,1,2,2,Parada,15:53:04.163,15:53:05.964,1.801,-
16,3,1,1,Parada,15:02:06.236,15:02:09.621,3.385,-
16,3,1,1,Dormir,15:02:20.534,15:02:22.102,1.568,Correcto
16,3,1,1,Parada,15:02:28.701,15:02:30.620,1.919,-
16,3,1,1,Ubicacion,15:02:32.701,,,Correcto
16,3,1,2,Dormir,15:05:22.593,15:05:24.212,1.619,Correcto
16,3,1,2,Parada,15:05:30.793,15:05:32.811,2.018,-
16,3,1,2,Parada,15:05:45.225,,Tiempo excedido,Erroneo
16,3,1,2,Ubicacion,15:05:57.559,,,Correcto
16,3,2,1,Parada,15:08:58.877,15:09:00.865,1.988,-
16,3,2,1,Dormir,15:09:18.042,15:09:19.779,1.737,Correcto
16,3,2,1,Parada,15:09:26.377,15:09:28.780,2.403,-
16,3,2,1,Parada,15:09:47.507,15:09:49.176,1.669,-
16,3,2,2,Parada,15:13:08.046,15:13:09.767,1.721,-
16,3,2,2,Dormir,15:13:17.548,15:13:18.614,1.066,Correcto
16,3,2,2,Parada,15:13:34.613,15:13:36.832,2.219,-
16,3,2,2,Ubicacion,15:13:51.012,,,Correcto
16,3,2,2,Parada,15:13:55.577,15:13:57.846,2.269,-
16,3,3,1,Parada,15:17:04.769,15:17:07.421,2.652,-
16,3,3,1,Dormir,15:17:10.502,15:17:12.137,1.635,Correcto
16,3,3,1,Parada,15:17:23.401,15:17:25.687,2.286,-
16,3,3,1,Ubicacion,15:17:26.235,,,Correcto
16,3,1,1,Parada,15:21:39.539,,Tiempo excedido,Erroneo
16,3,1,1,Parada,15:21:55.872,15:21:58.290,2.418,-
16,3,1,1,Dormir,15:22:01.372,15:22:03.739,2.367,Correcto
16,3,1,1,Parada,15:22:11.904,15:22:14.338,2.434,-
16,3,1,1,Parada,15:22:20.571,15:22:22.438,1.867,-
16,3,1,1,Ubicacion,15:22:23.037,,,Correcto
16,3,1,1,Dormir,15:22:28.637,15:22:30.737,2.1,Correcto
16,3,1,1,Ubicacion,15:23:01.385,,,Correcto
16,3,2,1,Parada,15:26:45.691,15:26:47.242,1.551,-
16,3,2,1,Dormir,15:26:55.024,15:26:56.758,1.734,Correcto
16,3,2,1,Parada,15:27:12.756,,Tiempo excedido,Erroneo
16,3,2,1,Ubicacion,15:27:34.390,,,Correcto
16,3,2,1,Parada,15:27:36.622,,Tiempo excedido,Erroneo
16,3,2,1,Dormir,15:27:55.787,15:27:57.488,1.701,Correcto
16,3,2,1,Parada,15:28:07.221,15:28:08.887,1.666,-
16,3,2,1,Ubicacion,15:28:40.747,,,Correcto
16,3,3,1,Parada,15:32:42.334,15:32:49.754,7.42,-
16,3,3,1,Parada,15:32:54.401,15:32:56.121,1.72,-
16,3,3,1,Dormir,15:32:57.633,15:32:59.002,1.369,Correcto
16,3,3,1,Parada,15:33:07.166,15:33:09.034,1.868,-
16,3,3,1,Ubicacion,15:33:12.132,,,Erroneo
16,3,3,1,Parada,15:33:13.700,15:33:18.700,5.0,-
16,3,3,1,Dormir,15:33:20.232,15:33:22.033,1.801,Correcto
16,3,3,1,Ubicacion,15:33:42.398,,,Correcto
17,1,1,1,Parada,14:23:32.293,14:23:36.613,4.32,-
17,1,1,2,Parada,14:26:07.402,14:26:11.355,3.953,-
17,1,1,3,Dormir,14:28:41.461,14:28:44.713,3.252,Correcto
17,1,1,3,Parada,14:28:54.427,14:28:57.813,3.386,-
17,1,1,3,Dormir,14:29:07.125,14:29:08.588,1.463,Correcto
17,1,1,4,Dormir,14:30:32.310,14:30:35.975,3.665,Correcto
17,1,1,4,Parada,14:30:45.655,14:30:47.608,1.953,-
17,1,1,4,Dormir,14:30:56.921,14:30:58.788,1.867,Correcto
17,1,1,4,Ubicacion,14:31:03.820,,,Erroneo
17,1,1,5,Dormir,14:31:54.008,14:31:55.260,1.252,Correcto
17,1,1,5,Dormir,14:32:01.840,14:32:04.441,2.601,Correcto
17,1,1,6,Parada,14:32:57.676,14:33:01.163,3.487,-
17,1,1,6,Dormir,14:33:29.208,14:33:30.494,1.286,Correcto
17,1,1,6,Dormir,14:33:41.774,14:33:47.508,5.734,Correcto
17,1,1,6,Ubicacion,14:34:05.107,,,Correcto
17,1,1,6,Ubicacion,14:34:11.773,,,Correcto
17,1,1,7,Parada,14:35:45.252,14:35:47.171,1.919,-
17,1,1,7,Parada,14:35:53.368,14:35:54.620,1.252,-
17,1,1,7,Dormir,14:36:02.401,14:36:03.468,1.067,Correcto
17,1,1,7,Dormir,14:36:21.033,14:36:21.901,0.868,Correcto
17,1,1,7,Ubicacion,14:36:33.633,,,Correcto
17,1,1,8,Parada,14:37:37.868,14:37:39.687,1.819,-
17,1,1,8,Parada,14:37:45.901,14:37:47.253,1.352,-
17,1,1,9,Parada,14:38:21.538,14:38:22.458,0.92,-
17,1,1,9,Parada,14:38:28.649,14:38:29.768,1.119,-
17,1,1,9,Parada,14:38:35.982,14:38:36.716,0.734,-
17,1,1,9,Dormir,14:38:42.950,14:38:45.782,2.832,Correcto
17,1,1,9,Parada,14:38:52.381,14:38:54.399,2.018,-
17,1,1,9,Dormir,14:38:57.498,14:38:58.866,1.368,Correcto
17,1,1,9,Ubicacion,14:39:10.603,,,Correcto
17,1,1,9,Ubicacion,14:39:22.702,,,Correcto
17,1,2,1,Parada,14:41:29.872,14:41:31.192,1.32,-
17,1,2,1,Parada,14:41:49.939,14:41:52.107,2.168,-
17,1,2,1,Ubicacion,14:41:55.206,,,Erroneo
17,1,2,2,Dormir,14:43:05.558,14:43:06.710,1.152,Correcto
17,1,2,2,Dormir,14:43:13.291,14:43:14.458,1.167,Correcto
17,1,2,2,Parada,14:43:27.323,14:43:28.643,1.32,-
17,1,2,2,Parada,14:43:47.389,14:43:50.790,3.401,-
17,1,2,2,Ubicacion,14:44:03.422,,,Correcto
17,1,2,2,Parada,14:44:09.554,14:44:11.289,1.735,-
17,1,2,2,Parada,14:44:30.053,14:44:31.854,1.801,-
17,1,2,2,Ubicacion,14:44:41.421,,,Correcto
17,1,3,1,Dormir,14:46:39.525,14:46:40.678,1.153,Correcto
17,1,3,1,Dormir,14:46:47.257,14:46:48.125,0.868,Correcto
17,1,3,1,Ubicacion,14:46:53.252,,,Correcto
17,1,3,1,Parada,14:46:54.718,14:46:55.919,1.201,-
17,1,3,1,Parada,14:47:00.579,14:47:01.999,1.42,-
17,1,3,1,Parada,14:47:06.646,14:47:08.446,1.8,-
17,1,3,1,Ubicacion,14:47:09.146,,,Correcto
17,1,3,1,Parada,14:47:13.112,14:47:14.313,1.201,-
17,1,3,1,Ubicacion,14:47:23.112,,,Correcto
17,3,1,1,Parada,14:16:48.562,14:16:50.711,2.149,-
17,3,1,1,Dormir,14:16:53.795,14:16:55.413,1.618,Correcto
17,3,1,1,Parada,14:17:03.561,14:17:04.628,1.067,-
17,3,1,1,Dormir,14:17:06.161,14:17:07.162,1.001,Correcto
17,3,1,1,Parada,14:17:16.894,14:17:17.761,0.867,-
17,3,1,1,Parada,14:17:23.993,14:17:25.261,1.268,-
17,3,1,1,Ubicacion,14:17:36.193,,,Erroneo
17,3,1,2,Parada,14:18:28.413,14:18:31.066,2.653,-
17,3,1,2,Dormir,14:19:09.900,14:19:10.967,1.067,Correcto
17,3,1,2,Parada,14:19:17.566,14:19:18.667,1.101,-
17,3,1,2,Dormir,14:19:21.765,14:19:22.933,1.168,Correcto
17,3,1,2,Ubicacion,14:19:26.933,,,Correcto
17,3,1,2,Parada,14:19:31.099,14:19:32.566,1.467,-
17,3,1,2,Parada,14:20:36.006,14:20:37.492,1.486,-
17,3,1,3,Parada,14:24:42.872,14:24:46.324,3.452,-
17,3,1,3,Parada,14:24:52.538,14:24:53.823,1.285,-
17,3,1,3,Parada,14:25:00.037,14:25:01.839,1.802,-
17,3,1,3,Parada,14:25:08.071,14:25:09.605,1.534,-
17,3,1,3,Dormir,14:26:34.989,14:26:39.656,4.667,Correcto
17,3,1,3,Dormir,14:26:46.255,14:26:47.321,1.066,Correcto
17,3,1,3,Ubicacion,14:26:49.022,,,Correcto
17,3,1,4,Parada,14:31:37.124,14:31:39.410,2.286,-
17,3,1,4,Parada,14:31:45.624,14:31:46.842,1.218,-
17,3,2,1,Parada,14:33:49.979,14:33:52.297,2.318,-
17,3,2,1,Ubicacion,14:34:10.012,,,Correcto
17,3,2,1,Parada,14:34:11.044,14:34:12.245,1.201,-
17,3,2,1,Parada,14:34:30.977,14:34:33.929,2.952,-
17,3,2,1,Dormir,14:34:36.976,14:34:38.378,1.402,Correcto
17,3,2,1,Dormir,14:34:53.313,14:34:56.258,2.945,Correcto
17,3,2,1,Parada,14:35:07.574,14:35:12.077,4.503,-
17,3,3,1,Parada,14:40:39.920,14:40:41.444,1.524,-
17,3,3,1,Parada,14:40:50.879,14:40:52.497,1.618,-
17,3,3,1,Parada,14:40:58.469,14:41:00.637,2.168,-
17,3,3,1,Parada,14:41:09.492,14:41:11.025,1.533,-
17,3,3,1,Dormir,14:41:17.972,14:41:19.442,1.47,Correcto
17,3,3,1,Dormir,14:41:33.350,14:41:34.220,0.87,Correcto
17,3,3,1,Ubicacion,14:41:39.217,,,Correcto
17,3,3,1,Ubicacion,14:41:58.838,,,Correcto
17,3,1,1,Parada,14:44:34.819,,Tiempo excedido,Erroneo
18,1,1,1,Parada,14:42:46.084,14:42:49.470,3.386,-
18,1,1,2,Dormir,14:46:08.040,14:46:13.326,5.286,Correcto
18,1,1,3,Dormir,14:48:48.349,14:48:49.569,1.22,Correcto
18,1,1,3,Parada,14:48:59.281,14:49:04.682,5.401,-
18,1,1,3,Parada,14:49:10.915,14:49:13.682,2.767,-
18,1,1,3,Ubicacion,14:49:24.614,,,Erroneo
18,1,1,3,Ubicacion,14:49:30.880,,,Erroneo
18,1,1,3,Ubicacion,14:50:02.211,,,Erroneo
18,1,1,4,Dormir,14:51:30.636,14:51:31.889,1.253,Correcto
18,1,1,4,Ubicacion,14:51:36.902,,,Erroneo
18,1,1,5,Parada,14:52:07.889,14:52:10.475,2.586,-
18,1,1,5,Dormir,14:52:17.522,14:52:18.808,1.286,Correcto
18,1,1,5,Dormir,14:52:25.388,14:52:27.189,1.801,Correcto
18,1,1,5,Parada,14:52:33.788,14:52:35.522,1.734,-
18,1,1,5,Ubicacion,14:52:57.887,,,Correcto
18,1,1,5,Ubicacion,14:53:10.420,,,Correcto
