ID,Sesion,Nivel,Num intentos,Tiempo inicio,Tiempo final,Tiempo duracion,Completado,Pasos planificados,Pasos ejecutados,Errores ejecucion,Num dormir planificado,Correctos dormir,Errores dormir,Num ubicacion planificado,Correctos ubicacion,Errores ubicacion,Paradas posibles,Paradas realizadas,Errores parada por tiempo excedido,Num errores por tiempo excedido,% Aciertos,% Mal
32,3,1,2,14:13:26.721,14:19:13.156,346.435,True,8,8,0,4,4,0,4,4,0,6,4,0,0,100.0,0.0
32,3,2,2,14:19:13.156,14:24:31.487,318.331,True,8,6,2,4,3,1,4,3,1,5,3,0,0,75.0,25.0
32,3,3,1,14:24:31.487,14:26:27.789,116.302,True,5,5,0,2,2,0,3,3,0,4,3,0,0,100.0,0.0
33,1,1,6,16:03:16.528,16:27:39.143,1462.615,False,0,0,0,0,0,0,0,0,0,5,5,0,0,0 planificado,0 planificado
34,1,1,2,14:42:08.696,14:46:23.542,254.846,False,0,0,0,0,0,0,0,0,0,2,1,0,0,0 planificado,0 planificado
34,1,2,9,14:46:23.542,15:01:47.913,924.371,False,0,0,0,0,0,0,0,0,0,10,5,0,0,0 planificado,0 planificado
34,1,3,3,15:01:47.913,15:03:16.318,88.405,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0 planificado,0 planificado
35,1,1,1,15:57:13.889,16:01:19.170,245.281,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0 planificado,0 planificado
35,1,2,1,16:01:19.170,16:05:13.392,234.222,False,0,0,0,0,0,0,0,0,0,2,2,0,0,0 planificado,0 planificado
35,1,3,2,16:05:13.392,16:08:50.754,217.362,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0 planificado,0 planificado
35,1,2,6,16:08:50.754,16:28:39.035,1188.281,False,0,0,0,0,0,0,0,0,0,10,2,4,4,0 planificado,0 planificado
35,3,1,5,15:52:12.861,16:08:27.307,974.446,False,5,4,1,2,1,1,3,3,0,8,4,0,0,80.0,20.0
35,3,2,4,16:08:27.307,16:24:01.573,934.266,False,9,8,1,4,4,0,5,4,1,12,5,1,1,88.88888888888889,11.111111111111114
35,3,3,3,16:24:01.573,16:32:40.948,519.375,False,7,5,2,4,4,0,3,1,2,6,3,0,0,71.42857142857143,28.57142857142857
35,3,1,1,16:32:40.948,16:37:27.987,287.039,False,4,3,1,2,2,0,2,1,1,2,1,1,1,75.0,25.0
35,3,2,1,16:37:27.987,16:41:42.621,254.634,False,3,3,0,2,2,0,1,1,0,4,2,0,0,100.0,0.0
35,3,1,1,16:41:42.621,16:44:13.973,151.352,False,3,3,0,2,2,0,1,1,0,4,3,0,0,100.0,0.0
37,1,1,4,15:55:15.139,16:08:37.180,802.041,False,6,6,0,2,2,0,4,4,0,9,5,0,0,100.0,0.0
37,1,2,1,16:08:37.180,16:12:52.336,255.156,False,3,2,1,2,2,0,1,0,1,4,2,0,0,66.66666666666667,33.33333333333333
37,1,3,1,16:12:52.336,16:15:30.335,157.999,False,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
37,1,2,2,16:15:30.335,16:22:20.979,410.644,True,6,4,2,4,3,1,2,1,1,6,4,0,1,66.66666666666667,33.33333333333333
37,1,3,1,16:22:20.979,16:25:36.572,195.593,False,5,3,2,3,3,0,2,0,2,4,4,0,0,60.0,40.0
37,1,2,1,16:25:36.572,16:28:02.631,146.059,False,2,2,0,2,2,0,0,0,0,2,2,0,0,100.0,0.0
37,3,1,2,15:54:22.013,16:01:18.875,416.862,False,8,7,1,4,4,0,4,3,1,2,0,0,0,87.5,12.5
37,3,2,1,16:01:18.875,16:05:59.983,281.108,False,4,4,0,2,2,0,2,2,0,4,2,2,2,100.0,0.0
37,3,1,1,16:05:59.983,16:09:42.515,222.532,False,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
37,3,3,1,16:09:42.515,16:13:10.433,207.918,True,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
37,3,1,2,16:13:10.433,16:20:28.972,438.539,False,8,8,0,4,4,0,4,4,0,8,7,0,0,100.0,0.0
3,1,1,1,15:03:42.632,15:03:42.639,0.007,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
3,1,1,3,15:04:22.854,15:10:42.429,379.575,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0 planificado,0 planificado
41,1,1,2,16:46:40.382,16:52:42.370,361.988,False,4,3,1,2,2,0,2,1,1,5,3,0,0,75.0,25.0
41,1,2,1,16:52:42.370,16:57:35.476,293.106,False,3,3,0,2,2,0,1,1,0,4,2,1,1,100.0,0.0
41,1,3,4,16:57:35.476,17:06:26.436,530.96,True,14,11,3,8,8,0,6,3,3,13,9,0,0,78.57142857142857,21.42857142857143
41,1,2,1,17:06:26.436,17:06:26.439,0.003,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
42,1,1,2,15:04:10.152,15:09:36.193,326.041,False,0,0,0,0,0,0,0,0,0,2,1,0,0,0 planificado,0 planificado
42,1,2,3,15:09:36.193,15:22:58.870,802.677,False,0,0,0,0,0,0,0,0,0,6,3,2,2,0 planificado,0 planificado
42,1,1,1,15:22:58.870,15:22:58.873,0.003,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
43,1,1,10,15:49:17.343,16:11:22.196,1324.853,False,18,16,2,9,9,0,9,7,2,20,11,0,0,88.88888888888889,11.111111111111114
43,5,1,4,15:27:15.739,15:39:14.252,718.513,False,13,10,3,4,4,0,9,6,3,9,5,0,0,76.92307692307692,23.07692307692308
43,5,2,1,15:39:14.252,15:43:24.946,250.694,False,6,5,1,2,2,0,4,3,1,4,2,2,2,83.33333333333333,16.66666666666667
43,5,3,2,15:43:24.946,15:48:01.202,276.256,True,14,11,3,4,4,0,10,7,3,8,6,0,0,78.57142857142857,21.42857142857143
44,1,1,1,15:41:43.128,15:45:16.287,213.159,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0 planificado,0 planificado
44,1,2,3,15:45:16.287,15:54:07.877,531.59,False,0,0,0,0,0,0,0,0,0,4,3,1,1,0 planificado,0 planificado
45,1,1,4,15:03:20.338,15:14:48.851,688.513,True,4,4,0,2,2,0,2,2,0,7,4,1,1,100.0,0.0
45,1,2,1,15:14:48.851,15:22:04.958,436.107,False,3,0,3,2,0,2,1,0,1,3,1,2,4,0.0,100.0
45,3,1,2,14:53:45.380,15:04:52.141,666.761,True,7,6,1,4,4,0,3,2,1,8,6,0,0,85.71428571428571,14.285714285714292
45,3,2,4,15:04:52.141,15:32:58.880,1686.739,True,15,14,1,8,7,1,7,7,0,16,5,5,6,93.33333333333333,6.666666666666671
45,3,3,2,15:32:58.880,15:43:28.720,629.84,True,8,7,1,4,4,0,4,3,1,8,6,0,0,87.5,12.5
46,1,1,3,15:22:11.115,15:29:07.278,416.163,False,0,0,0,0,0,0,0,0,0,3,2,0,0,0 planificado,0 planificado
46,1,3,1,15:29:07.278,15:30:50.876,103.598,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
46,1,1,1,15:30:50.876,15:35:22.460,271.584,False,4,3,1,2,2,0,2,1,1,4,1,2,2,75.0,25.0
47,1,1,3,15:48:24.729,15:53:27.361,302.632,False,1,1,0,1,1,0,0,0,0,3,1,0,0,100.0,0.0
47,3,1,5,14:57:49.153,15:05:24.859,455.706,False,14,5,9,11,4,7,3,1,2,8,4,0,0,35.714285714285715,64.28571428571428
47,3,2,15,15:05:24.859,15:36:54.356,1889.497,True,18,11,7,10,6,4,8,5,3,37,26,4,7,61.111111111111114,38.888888888888886
47,3,3,6,15:36:54.356,16:00:54.514,1440.158,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0 planificado,0 planificado
48,1,1,3,16:28:05.381,16:33:11.228,305.847,False,1,1,0,0,0,0,1,1,0,2,1,0,0,100.0,0.0
48,1,2,2,16:33:11.228,16:37:52.924,281.696,False,0,0,0,0,0,0,0,0,0,4,2,1,1,0 planificado,0 planificado
48,1,3,2,16:37:52.924,16:43:24.924,332.0,False,0,0,0,0,0,0,0,0,0,2,0,0,0,0 planificado,0 planificado
48,1,1,1,16:43:24.924,16:47:27.069,242.145,True,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
48,1,2,2,16:47:27.069,16:56:47.287,560.218,False,8,8,0,4,4,0,4,4,0,8,4,1,1,100.0,0.0
48,1,3,2,16:56:47.287,17:01:27.938,280.651,False,4,3,1,2,2,0,2,1,1,4,3,0,0,75.0,25.0
4,3,1,8,14:14:16.150,14:45:57.823,1901.673,False,23,16,7,10,9,1,13,7,6,23,19,0,0,69.56521739130434,30.434782608695656
4,3,2,1,14:45:57.823,14:50:19.392,261.569,False,7,6,1,6,6,0,1,0,1,4,3,0,0,85.71428571428571,14.285714285714292
4,3,3,6,14:50:19.392,15:22:37.565,1938.173,True,31,29,2,6,6,0,25,23,2,19,14,0,0,93.54838709677419,6.451612903225808
50,1,1,8,16:50:34.650,17:12:38.100,1323.45,False,31,16,15,6,6,0,25,10,15,15,13,0,0,51.61290322580645,48.38709677419355
50,1,2,1,17:12:38.100,17:16:54.856,256.756,True,3,3,0,2,2,0,1,1,0,4,4,0,0,100.0,0.0
50,1,1,1,17:16:54.856,17:17:48.165,53.309,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
50,1,3,2,17:17:48.165,17:22:19.409,271.244,False,1,1,0,1,1,0,0,0,0,1,1,0,0,100.0,0.0
51,1,1,2,14:22:36.481,14:34:10.709,694.228,True,9,7,2,4,3,1,5,4,1,8,6,0,0,77.77777777777777,22.22222222222223
51,1,2,2,14:34:10.709,14:42:55.001,524.292,True,10,10,0,4,4,0,6,6,0,8,3,0,0,100.0,0.0
51,1,3,1,14:42:55.001,14:45:28.411,153.41,True,5,5,0,2,2,0,3,3,0,4,3,0,0,100.0,0.0
51,3,1,3,14:14:40.795,14:22:56.009,495.214,True,10,9,1,4,4,0,6,5,1,12,9,0,0,90.0,10.0
51,3,2,1,14:22:56.009,14:27:09.338,253.329,False,5,5,0,2,2,0,3,3,0,4,2,1,1,100.0,0.0
51,3,3,2,14:27:09.338,14:32:00.853,291.515,True,17,15,2,4,4,0,13,11,2,8,6,0,0,88.23529411764706,11.764705882352942
52,1,1,10,14:21:08.325,14:53:33.774,1945.449,False,15,13,2,7,7,0,8,6,2,19,18,0,0,86.66666666666667,13.333333333333329
53,3,1,5,14:34:23.248,15:04:15.175,1791.927,True,16,13,3,9,9,0,7,4,3,20,20,0,0,81.25,18.75
53,3,2,2,15:04:15.175,15:13:51.057,575.882,True,8,8,0,4,4,0,4,4,0,8,8,0,0,100.0,0.0
53,3,3,1,15:13:51.057,15:20:21.395,390.338,True,4,4,0,2,2,0,2,2,0,4,4,0,0,100.0,0.0
5,1,1,5,14:20:39.906,14:42:54.667,1334.761,False,10,4,6,4,4,0,6,0,6,14,10,1,1,40.0,60.0
5,1,2,2,14:42:54.667,15:41:36.914,3522.247,False,6,5,1,4,4,0,2,1,1,8,4,2,2,83.33333333333333,16.66666666666667
65,1,1,1,15:41:05.915,15:43:22.538,136.623,True,1,1,0,1,1,0,0,0,0,3,3,0,0,100.0,0.0
6,1,1,11,14:21:06.367,14:41:19.309,1212.942,False,8,6,2,4,4,0,4,2,2,15,9,0,0,75.0,25.0
6,2,1,3,14:43:09.094,14:50:28.467,439.373,True,11,10,1,6,6,0,5,4,1,10,7,0,0,90.9090909090909,9.090909090909093
6,2,2,1,14:50:28.467,14:52:54.140,145.673,False,2,2,0,2,2,0,0,0,0,2,0,1,1,100.0,0.0
6,3,1,2,14:58:29.878,15:02:53.909,264.031,False,7,6,1,4,4,0,3,2,1,7,5,0,0,85.71428571428571,14.285714285714292
6,3,2,2,15:02:53.909,15:07:47.070,293.161,True,4,4,0,2,2,0,2,2,0,5,2,0,0,100.0,0.0
6,3,3,1,15:07:47.070,15:10:33.586,166.516,False,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
6,3,1,1,15:10:33.586,15:13:32.209,178.623,False,4,4,0,2,2,0,2,2,0,4,3,0,0,100.0,0.0
6,3,3,3,15:13:32.209,15:18:33.196,300.987,True,8,8,0,4,4,0,4,4,0,8,6,0,0,100.0,0.0
7,1,1,2,15:04:56.808,15:11:00.642,363.834,False,0,0,0,0,0,0,0,0,0,2,1,0,0,0 planificado,0 planificado
7,1,2,2,15:11:00.642,15:16:07.535,306.893,False,0,0,0,0,0,0,0,0,0,3,3,0,0,0 planificado,0 planificado
7,1,1,1,15:16:07.535,15:16:51.224,43.689,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
7,1,3,2,15:16:51.224,15:20:16.102,204.878,False,3,2,1,2,1,1,1,1,0,4,3,0,1,66.66666666666667,33.33333333333333
7,2,1,1,14:45:53.780,14:46:26.956,33.176,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
7,3,1,7,14:15:14.763,14:38:49.040,1414.277,False,29,22,7,14,13,1,15,9,6,13,13,0,0,75.86206896551724,24.13793103448276
7,3,3,1,14:38:49.040,14:42:45.561,236.521,False,0,0,0,0,0,0,0,0,0,4,4,0,0,0 planificado,0 planificado
7,3,2,1,14:42:45.561,14:42:45.564,0.003,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0 planificado,0 planificado
